Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5342,ORD-2026342,2022-02-28,2022-03-06,Second Class,CUST-6342,Anvi Trivedi,Regular Buyer,India,Kolkata,West Bengal,773317,North,PROD-8342,Fashion,Kurtis,Kurtis - Peter England,22492.47,2,0.2,351.57
5343,ORD-2026343,2021-10-01,2021-10-03,Same Day,CUST-6343,Rasha Kala,Regular Buyer,India,New Delhi,Delhi,543271,North,PROD-8343,Fashion,Kurtis,Kurtis - Peter England,2991.84,1,0.2,-17.47
5344,ORD-2026344,2022-01-08,2022-01-14,Second Class,CUST-6344,Reyansh Bhakta,Regular Buyer,India,Lucknow,Uttar Pradesh,374760,East,PROD-8344,Sports & Fitness,Football,Football - Vector X,20531.87,3,0.05,2499.46
5345,ORD-2026345,2022-01-31,2022-02-04,Standard Class,CUST-6345,Nitara Kakar,Bulk Buyer,India,Howrah,West Bengal,865490,West,PROD-8345,Sports & Fitness,Yoga Mat,Yoga Mat - SS,25943.51,3,0.05,4350.1
5346,ORD-2026346,2022-08-05,2022-08-10,First Class,CUST-6346,Tiya Mangat,Prime Member,India,Pune,Maharashtra,564084,South,PROD-8346,Sports & Fitness,Dumbbells,Dumbbells - Cosco,15562.57,2,0.05,-1422.95
5347,ORD-2026347,2021-04-20,2021-04-21,Standard Class,CUST-6347,Amira Vyas,Regular Buyer,India,Kanpur,Uttar Pradesh,548328,West,PROD-8347,Fashion,Jeans,Jeans - Biba,3870.28,2,0.0,322.91
5348,ORD-2026348,2021-10-10,2021-10-13,Second Class,CUST-6348,Ranbir Wagle,Bulk Buyer,India,Madurai,Tamil Nadu,93518,West,PROD-8348,Books,Fiction,Fiction - Scholastic India,14095.4,1,0.05,1028.23
5349,ORD-2026349,2022-04-07,2022-04-09,Second Class,CUST-6349,Samaira Dugal,Prime Member,India,New Delhi,Delhi,512606,North,PROD-8349,Electronics,Power Bank,Power Bank - OnePlus,7205.81,4,0.1,-417.42
5350,ORD-2026350,2022-03-18,2022-03-23,Same Day,CUST-6350,Arnav Sarna,Prime Member,India,Kanpur,Uttar Pradesh,255183,East,PROD-8350,Sports & Fitness,Yoga Mat,Yoga Mat - Nivia,14746.38,2,0.05,1610.28
5351,ORD-2026351,2022-12-31,2023-01-02,Same Day,CUST-6351,Nitya Dave,Bulk Buyer,India,Bhopal,Madhya Pradesh,44943,East,PROD-8351,Electronics,Earphones,Earphones - boAt,8153.69,3,0.1,154.31
5352,ORD-2026352,2021-07-28,2021-07-31,First Class,CUST-6352,Tiya Bhakta,Regular Buyer,India,Hyderabad,Telangana,458640,West,PROD-8352,Sports & Fitness,Cricket Bat,Cricket Bat - Nivia,12727.73,3,0.05,1096.69
5353,ORD-2026353,2023-01-26,2023-01-31,First Class,CUST-6353,Samar Dhar,Regular Buyer,India,Lucknow,Uttar Pradesh,409383,South,PROD-8353,Electronics,Power Bank,Power Bank - Samsung,5957.03,2,0.2,-97.39
5354,ORD-2026354,2021-08-11,2021-08-14,Standard Class,CUST-6354,Alia Bava,Prime Member,India,Madurai,Tamil Nadu,643806,North,PROD-8354,Home & Kitchen,Bedsheet,Bedsheet - Borosil,27449.67,1,0.0,1390.45
5355,ORD-2026355,2021-10-14,2021-10-15,Standard Class,CUST-6355,Anvi Bedi,Prime Member,India,Lucknow,Uttar Pradesh,531349,East,PROD-8355,Home & Kitchen,Curtains,Curtains - Pigeon,21288.63,2,0.1,-1203.3
5356,ORD-2026356,2021-03-01,2021-03-05,Second Class,CUST-6356,Nirvaan Tank,Bulk Buyer,India,Chennai,Tamil Nadu,284543,West,PROD-8356,Books,Comics,Comics - Rupa Publications,28903.81,4,0.2,-2315.77
5357,ORD-2026357,2022-05-26,2022-05-30,Same Day,CUST-6357,Advika Tara,Prime Member,India,Hyderabad,Telangana,829072,East,PROD-8357,Books,Children,Children - HarperCollins India,16835.5,3,0.05,-910.96
5358,ORD-2026358,2022-04-19,2022-04-21,Standard Class,CUST-6358,Hunar Kale,Bulk Buyer,India,Howrah,West Bengal,398728,East,PROD-8358,Fashion,T-Shirt,T-Shirt - Max,16229.22,2,0.05,298.42
5359,ORD-2026359,2022-08-23,2022-08-27,Second Class,CUST-6359,Gatik Ramanathan,Prime Member,India,Pune,Maharashtra,24913,West,PROD-8359,Books,Biography,Biography - S Chand,14958.0,1,0.1,1432.22
5360,ORD-2026360,2021-01-15,2021-01-20,Standard Class,CUST-6360,Divij Bhargava,Prime Member,India,Madurai,Tamil Nadu,689623,West,PROD-8360,Fashion,Kurtis,Kurtis - W for Woman,28267.61,4,0.1,3311.92
5361,ORD-2026361,2023-06-13,2023-06-15,Second Class,CUST-6361,Nitya Gera,Prime Member,India,Mysore,Karnataka,934519,South,PROD-8361,Beauty & Personal Care,Shampoo,Shampoo - Dabur,9378.25,2,0.05,254.95
5362,ORD-2026362,2021-09-07,2021-09-12,Same Day,CUST-6362,Divij Sunder,Regular Buyer,India,Hyderabad,Telangana,313502,South,PROD-8362,Beauty & Personal Care,Moisturizer,Moisturizer - Lakme,27399.17,1,0.05,-225.28
5363,ORD-2026363,2021-05-27,2021-06-02,Standard Class,CUST-6363,Advika Cheema,Regular Buyer,India,Kolkata,West Bengal,347163,East,PROD-8363,Books,Comics,Comics - Scholastic India,7353.33,3,0.1,-435.73
5364,ORD-2026364,2022-10-08,2022-10-14,Second Class,CUST-6364,Hiran Sachdeva,Prime Member,India,Hyderabad,Telangana,678586,North,PROD-8364,Books,Exam Preparation,Exam Preparation - Rupa Publications,27187.78,3,0.0,234.3
5365,ORD-2026365,2023-05-09,2023-05-15,Second Class,CUST-6365,Stuvan Brahmbhatt,Bulk Buyer,India,Nagpur,Maharashtra,406361,West,PROD-8365,Electronics,Power Bank,Power Bank - Samsung,1167.38,2,0.2,19.82
5366,ORD-2026366,2021-07-09,2021-07-14,Standard Class,CUST-6366,Shamik Anand,Bulk Buyer,India,Hyderabad,Telangana,638712,North,PROD-8366,Books,Exam Preparation,Exam Preparation - Penguin India,27054.21,4,0.2,2602.64
5367,ORD-2026367,2022-01-21,2022-01-25,First Class,CUST-6367,Chirag Khare,Prime Member,India,Coimbatore,Tamil Nadu,667018,East,PROD-8367,Fashion,Shoes,Shoes - Pantaloons,25237.55,3,0.1,-1059.33
5368,ORD-2026368,2021-11-21,2021-11-26,Standard Class,CUST-6368,Vardaniya Arora,Bulk Buyer,India,Surat,Gujarat,185479,South,PROD-8368,Home & Kitchen,Storage Box,Storage Box - Pigeon,4806.24,4,0.2,528.49
5369,ORD-2026369,2023-05-25,2023-05-27,Standard Class,CUST-6369,Inaaya  Badal,Bulk Buyer,India,Mumbai,Maharashtra,436041,East,PROD-8369,Electronics,Power Bank,Power Bank - boAt,4684.35,3,0.0,240.04
5370,ORD-2026370,2022-10-02,2022-10-03,Same Day,CUST-6370,Trisha Comar,Regular Buyer,India,Surat,Gujarat,685268,West,PROD-8370,Home & Kitchen,Bedsheet,Bedsheet - Cello,25233.3,1,0.05,-1105.43
5371,ORD-2026371,2021-10-11,2021-10-17,Standard Class,CUST-6371,Aarush Mahal,Prime Member,India,Kolkata,West Bengal,626539,West,PROD-8371,Home & Kitchen,Bedsheet,Bedsheet - Cello,1931.7,1,0.2,-9.08
5372,ORD-2026372,2021-11-05,2021-11-06,Same Day,CUST-6372,Yuvraj  Varkey,Prime Member,India,Howrah,West Bengal,787480,North,PROD-8372,Fashion,T-Shirt,T-Shirt - Peter England,17298.68,2,0.1,146.13
5373,ORD-2026373,2021-01-09,2021-01-14,First Class,CUST-6373,Shlok Balan,Bulk Buyer,India,Kolkata,West Bengal,362285,South,PROD-8373,Beauty & Personal Care,Lipstick,Lipstick - Dabur,29008.03,1,0.2,1600.63
5374,ORD-2026374,2021-11-27,2021-11-30,Second Class,CUST-6374,Ayesha Rau,Bulk Buyer,India,Hyderabad,Telangana,335086,West,PROD-8374,Sports & Fitness,Football,Football - Vector X,5123.04,4,0.1,422.14
5375,ORD-2026375,2021-10-06,2021-10-11,First Class,CUST-6375,Divit Bajwa,Regular Buyer,India,Ahmedabad,Gujarat,555751,North,PROD-8375,Books,Comics,Comics - Rupa Publications,15256.42,3,0.0,-474.36
5376,ORD-2026376,2022-09-05,2022-09-08,Same Day,CUST-6376,Priyansh Dhaliwal,Bulk Buyer,India,Kolkata,West Bengal,938037,West,PROD-8376,Fashion,Kurtis,Kurtis - Max,3991.18,2,0.2,0.13
5377,ORD-2026377,2022-04-14,2022-04-20,First Class,CUST-6377,Tiya Badal,Regular Buyer,India,Howrah,West Bengal,421804,North,PROD-8377,Beauty & Personal Care,Perfume,Perfume - Himalaya,20576.1,1,0.05,1293.33
5378,ORD-2026378,2021-08-06,2021-08-11,Standard Class,CUST-6378,Ayesha Bal,Regular Buyer,India,Nagpur,Maharashtra,635239,South,PROD-8378,Books,Fiction,Fiction - Penguin India,1250.76,1,0.2,131.62
5379,ORD-2026379,2023-03-03,2023-03-04,Standard Class,CUST-6379,Vihaan Hora,Regular Buyer,India,Kolkata,West Bengal,426436,South,PROD-8379,Home & Kitchen,Cookware Set,Cookware Set - Borosil,28834.32,2,0.2,1567.16
5380,ORD-2026380,2021-05-04,2021-05-10,First Class,CUST-6380,Hazel Ravel,Bulk Buyer,India,New Delhi,Delhi,956638,West,PROD-8380,Home & Kitchen,Storage Box,Storage Box - Prestige,26299.68,4,0.0,2198.07
5381,ORD-2026381,2022-09-29,2022-10-02,Second Class,CUST-6381,Jayant Banerjee,Bulk Buyer,India,Hyderabad,Telangana,664718,South,PROD-8381,Books,Exam Preparation,Exam Preparation - Rupa Publications,14333.74,1,0.2,-719.19
5382,ORD-2026382,2022-04-07,2022-04-11,Standard Class,CUST-6382,Lakshit Basu,Prime Member,India,New Delhi,Delhi,58259,West,PROD-8382,Home & Kitchen,Mixer Grinder,Mixer Grinder - Prestige,27562.99,2,0.1,2949.81
5383,ORD-2026383,2021-12-25,2021-12-28,First Class,CUST-6383,Vardaniya Cheema,Regular Buyer,India,New Delhi,Delhi,804470,West,PROD-8383,Books,Comics,Comics - Penguin India,9767.29,2,0.0,1318.63
5384,ORD-2026384,2022-06-03,2022-06-09,Standard Class,CUST-6384,Mamooty Sangha,Prime Member,India,Indore,Madhya Pradesh,394008,West,PROD-8384,Home & Kitchen,Cookware Set,Cookware Set - Hawkins,7397.12,3,0.2,473.4
5385,ORD-2026385,2023-04-29,2023-05-05,Standard Class,CUST-6385,Kabir Dasgupta,Bulk Buyer,India,Kanpur,Uttar Pradesh,522870,North,PROD-8385,Home & Kitchen,Bedsheet,Bedsheet - Pigeon,214.78,3,0.2,-12.13
5386,ORD-2026386,2023-03-02,2023-03-05,Second Class,CUST-6386,Kimaya Gill,Bulk Buyer,India,Ahmedabad,Gujarat,533992,North,PROD-8386,Home & Kitchen,Storage Box,Storage Box - Pigeon,12948.06,1,0.0,1479.06
5387,ORD-2026387,2023-06-04,2023-06-10,Standard Class,CUST-6387,Ranbir Krishna,Regular Buyer,India,Ahmedabad,Gujarat,325414,West,PROD-8387,Fashion,Saree,Saree - Pantaloons,690.4,4,0.1,75.32
5388,ORD-2026388,2023-04-03,2023-04-05,Same Day,CUST-6388,Damini Dyal,Regular Buyer,India,Kolkata,West Bengal,656607,East,PROD-8388,Beauty & Personal Care,Shampoo,Shampoo - Patanjali,26015.28,1,0.2,2599.01
5389,ORD-2026389,2022-01-05,2022-01-07,Second Class,CUST-6389,Fateh Dube,Prime Member,India,Mumbai,Maharashtra,22554,North,PROD-8389,Books,Exam Preparation,Exam Preparation - Rupa Publications,14193.34,2,0.1,-791.89
5390,ORD-2026390,2021-03-25,2021-03-26,Same Day,CUST-6390,Reyansh Kapur,Regular Buyer,India,Mysore,Karnataka,997109,West,PROD-8390,Fashion,Jeans,Jeans - Pantaloons,14705.73,2,0.1,249.18
5391,ORD-2026391,2022-09-19,2022-09-25,Second Class,CUST-6391,Siya Sastry,Bulk Buyer,India,Ahmedabad,Gujarat,460200,South,PROD-8391,Electronics,Earphones,Earphones - Realme,18187.69,4,0.2,1971.45
5392,ORD-2026392,2021-11-19,2021-11-24,Standard Class,CUST-6392,Inaaya  Mann,Regular Buyer,India,Hyderabad,Telangana,544213,West,PROD-8392,Sports & Fitness,Tennis Racquet,Tennis Racquet - Vector X,14213.0,1,0.0,-405.81
5393,ORD-2026393,2023-02-13,2023-02-16,Same Day,CUST-6393,Divij Saran,Bulk Buyer,India,Udaipur,Rajasthan,968306,West,PROD-8393,Fashion,T-Shirt,T-Shirt - Max,7720.73,4,0.2,209.37
5394,ORD-2026394,2021-03-11,2021-03-15,Standard Class,CUST-6394,Madhup Saini,Regular Buyer,India,Kolkata,West Bengal,61062,North,PROD-8394,Beauty & Personal Care,Face Wash,Face Wash - Lakme,27769.52,3,0.1,4201.62
5395,ORD-2026395,2022-06-26,2022-07-02,First Class,CUST-6395,Tiya Dada,Prime Member,India,Pune,Maharashtra,604321,West,PROD-8395,Electronics,Laptop,Laptop - Samsung,13523.46,3,0.2,567.15
5396,ORD-2026396,2023-04-18,2023-04-24,Second Class,CUST-6396,Seher Malhotra,Prime Member,India,Kanpur,Uttar Pradesh,481954,North,PROD-8396,Fashion,Kurtis,Kurtis - FabIndia,28510.19,2,0.1,1002.59
5397,ORD-2026397,2021-05-15,2021-05-19,Second Class,CUST-6397,Zain Kala,Bulk Buyer,India,Lucknow,Uttar Pradesh,617766,South,PROD-8397,Fashion,Kurtis,Kurtis - Peter England,23072.51,4,0.0,1069.73
5398,ORD-2026398,2021-08-27,2021-08-30,Second Class,CUST-6398,Emir Bajaj,Bulk Buyer,India,Lucknow,Uttar Pradesh,416375,East,PROD-8398,Books,Exam Preparation,Exam Preparation - S Chand,13145.12,1,0.05,501.53
5399,ORD-2026399,2023-04-10,2023-04-12,Standard Class,CUST-6399,Lakshit Venkataraman,Regular Buyer,India,Nagpur,Maharashtra,208726,East,PROD-8399,Sports & Fitness,Yoga Mat,Yoga Mat - Vector X,21223.48,1,0.1,-1104.77
5400,ORD-2026400,2021-02-16,2021-02-20,First Class,CUST-6400,Diya Bhattacharyya,Regular Buyer,India,Kolkata,West Bengal,838264,South,PROD-8400,Electronics,Earphones,Earphones - Realme,1585.36,1,0.0,116.83
5401,ORD-2026401,2022-04-16,2022-04-20,Second Class,CUST-6401,Tejas Johal,Bulk Buyer,India,New Delhi,Delhi,199982,East,PROD-8401,Beauty & Personal Care,Lipstick,Lipstick - Biotique,7597.74,3,0.1,870.9
5402,ORD-2026402,2023-05-24,2023-05-27,First Class,CUST-6402,Rohan Subramaniam,Bulk Buyer,India,Howrah,West Bengal,913780,West,PROD-8402,Books,Comics,Comics - Penguin India,5290.83,1,0.2,-78.36
5403,ORD-2026403,2022-04-10,2022-04-15,Second Class,CUST-6403,Zoya Wali,Prime Member,India,Hyderabad,Telangana,590132,West,PROD-8403,Fashion,Saree,Saree - FabIndia,25384.58,4,0.05,-193.57
5404,ORD-2026404,2022-04-24,2022-04-28,First Class,CUST-6404,Kiaan Yohannan,Prime Member,India,Chennai,Tamil Nadu,812457,North,PROD-8404,Sports & Fitness,Football,Football - HRX,17341.76,4,0.05,360.03
5405,ORD-2026405,2022-01-06,2022-01-09,Standard Class,CUST-6405,Advika Borra,Prime Member,India,Ahmedabad,Gujarat,636065,North,PROD-8405,Beauty & Personal Care,Moisturizer,Moisturizer - Mamaearth,14221.95,2,0.2,1405.53
5406,ORD-2026406,2023-04-08,2023-04-14,Standard Class,CUST-6406,Jayesh Lal,Prime Member,India,Ahmedabad,Gujarat,415640,East,PROD-8406,Books,Biography,Biography - S Chand,4816.86,4,0.05,537.17
5407,ORD-2026407,2022-10-01,2022-10-07,Standard Class,CUST-6407,Ehsaan Kalla,Bulk Buyer,India,New Delhi,Delhi,605331,East,PROD-8407,Sports & Fitness,Yoga Mat,Yoga Mat - Vector X,27869.35,1,0.2,-1317.64
5408,ORD-2026408,2023-02-25,2023-03-03,Second Class,CUST-6408,Anahita Garde,Bulk Buyer,India,Hyderabad,Telangana,525870,South,PROD-8408,Beauty & Personal Care,Shampoo,Shampoo - Himalaya,4220.41,3,0.05,173.24
5409,ORD-2026409,2022-09-21,2022-09-26,Standard Class,CUST-6409,Adira Khatri,Bulk Buyer,India,Kolkata,West Bengal,31448,South,PROD-8409,Electronics,Laptop,Laptop - Samsung,14992.49,4,0.0,1395.7
5410,ORD-2026410,2022-10-17,2022-10-21,Second Class,CUST-6410,Baiju Tata,Prime Member,India,Surat,Gujarat,764386,West,PROD-8410,Books,Children,Children - Rupa Publications,10408.62,1,0.0,541.67
5411,ORD-2026411,2022-02-08,2022-02-10,First Class,CUST-6411,Sumer Banerjee,Bulk Buyer,India,Howrah,West Bengal,309729,West,PROD-8411,Beauty & Personal Care,Shampoo,Shampoo - Dabur,372.54,2,0.1,-4.41
5412,ORD-2026412,2022-02-07,2022-02-09,Second Class,CUST-6412,Vivaan Kannan,Regular Buyer,India,Jaipur,Rajasthan,580371,West,PROD-8412,Beauty & Personal Care,Face Wash,Face Wash - Dabur,4023.23,4,0.2,425.73
5413,ORD-2026413,2022-02-28,2022-03-06,First Class,CUST-6413,Divit Kakar,Regular Buyer,India,Hubli,Karnataka,679236,West,PROD-8413,Fashion,Kurtis,Kurtis - Biba,13036.49,1,0.0,-127.52
5414,ORD-2026414,2021-07-18,2021-07-22,First Class,CUST-6414,Dharmajan Agarwal,Bulk Buyer,India,Bangalore,Karnataka,717632,East,PROD-8414,Books,Fiction,Fiction - Scholastic India,10009.32,2,0.2,-330.26
5415,ORD-2026415,2021-03-18,2021-03-24,Standard Class,CUST-6415,Madhav Magar,Prime Member,India,Nagpur,Maharashtra,499041,East,PROD-8415,Home & Kitchen,Bedsheet,Bedsheet - Borosil,21626.62,3,0.2,1805.38
5416,ORD-2026416,2022-04-16,2022-04-18,Second Class,CUST-6416,Ishita Kulkarni,Regular Buyer,India,Udaipur,Rajasthan,421991,East,PROD-8416,Home & Kitchen,Storage Box,Storage Box - Cello,29855.25,2,0.05,1925.19
5417,ORD-2026417,2021-05-28,2021-06-03,Standard Class,CUST-6417,Vidur Ramanathan,Regular Buyer,India,Nagpur,Maharashtra,225648,East,PROD-8417,Home & Kitchen,Mixer Grinder,Mixer Grinder - Pigeon,297.59,2,0.1,7.95
5418,ORD-2026418,2021-06-02,2021-06-05,Standard Class,CUST-6418,Divyansh Sur,Prime Member,India,New Delhi,Delhi,415283,East,PROD-8418,Sports & Fitness,Cricket Bat,Cricket Bat - Vector X,15963.22,1,0.2,433.78
5419,ORD-2026419,2021-08-21,2021-08-25,Standard Class,CUST-6419,Hrishita Sane,Regular Buyer,India,New Delhi,Delhi,800300,South,PROD-8419,Fashion,Kurtis,Kurtis - Biba,20999.88,3,0.1,-308.82
5420,ORD-2026420,2021-12-20,2021-12-25,First Class,CUST-6420,Charvi Khurana,Regular Buyer,India,Mumbai,Maharashtra,982438,North,PROD-8420,Fashion,Kurtis,Kurtis - W for Woman,13563.54,3,0.2,260.76
5421,ORD-2026421,2023-04-22,2023-04-28,Same Day,CUST-6421,Raunak Rajan,Prime Member,India,New Delhi,Delhi,429888,North,PROD-8421,Home & Kitchen,Mixer Grinder,Mixer Grinder - Pigeon,1753.0,1,0.2,177.02
5422,ORD-2026422,2022-08-07,2022-08-12,Standard Class,CUST-6422,Saksham Shan,Prime Member,India,Ahmedabad,Gujarat,73360,North,PROD-8422,Books,Exam Preparation,Exam Preparation - HarperCollins India,5056.56,2,0.2,247.17
5423,ORD-2026423,2022-07-11,2022-07-13,Second Class,CUST-6423,Taimur Choudhry,Bulk Buyer,India,Mumbai,Maharashtra,950949,West,PROD-8423,Sports & Fitness,Yoga Mat,Yoga Mat - HRX,14634.27,2,0.2,410.17
5424,ORD-2026424,2022-07-26,2022-07-29,Standard Class,CUST-6424,Siya Kulkarni,Regular Buyer,India,Indore,Madhya Pradesh,228265,North,PROD-8424,Sports & Fitness,Yoga Mat,Yoga Mat - Vector X,26402.18,1,0.1,4640.83
5425,ORD-2026425,2022-10-22,2022-10-23,Standard Class,CUST-6425,Stuvan Dasgupta,Prime Member,India,Ahmedabad,Gujarat,122448,North,PROD-8425,Electronics,Smartphone,Smartphone - boAt,24542.0,4,0.1,1866.95
5426,ORD-2026426,2022-12-26,2022-12-31,First Class,CUST-6426,Oorja Solanki,Regular Buyer,India,Hyderabad,Telangana,369857,West,PROD-8426,Books,Children,Children - Rupa Publications,9939.42,3,0.05,-404.76
5427,ORD-2026427,2022-05-19,2022-05-24,Second Class,CUST-6427,Renee Sheth,Regular Buyer,India,Indore,Madhya Pradesh,586981,West,PROD-8427,Sports & Fitness,Yoga Mat,Yoga Mat - Vector X,7457.68,4,0.0,341.4
5428,ORD-2026428,2022-08-18,2022-08-22,Second Class,CUST-6428,Shayak Char,Bulk Buyer,India,Kolkata,West Bengal,995327,North,PROD-8428,Beauty & Personal Care,Shampoo,Shampoo - Biotique,21598.97,4,0.0,1566.94
5429,ORD-2026429,2022-12-03,2022-12-06,First Class,CUST-6429,Anahita Dugar,Bulk Buyer,India,Hubli,Karnataka,220579,West,PROD-8429,Beauty & Personal Care,Perfume,Perfume - Himalaya,12447.89,1,0.1,365.81
5430,ORD-2026430,2022-01-29,2022-02-02,Second Class,CUST-6430,Amira Bhat,Bulk Buyer,India,Hyderabad,Telangana,588590,East,PROD-8430,Home & Kitchen,Storage Box,Storage Box - Milton,24901.47,3,0.2,2568.06
5431,ORD-2026431,2022-11-29,2022-12-03,First Class,CUST-6431,Hansh Venkataraman,Regular Buyer,India,Surat,Gujarat,719173,North,PROD-8431,Books,Children,Children - Rupa Publications,23421.95,4,0.05,1388.2
5432,ORD-2026432,2022-01-30,2022-02-01,First Class,CUST-6432,Misha Bhandari,Prime Member,India,Surat,Gujarat,1855,West,PROD-8432,Books,Exam Preparation,Exam Preparation - Rupa Publications,21518.7,4,0.1,-1186.59
5433,ORD-2026433,2021-01-19,2021-01-24,Second Class,CUST-6433,Dhruv Acharya,Prime Member,India,Ahmedabad,Gujarat,952444,West,PROD-8433,Books,Children,Children - HarperCollins India,4468.84,2,0.0,-97.05
5434,ORD-2026434,2021-01-01,2021-01-02,Same Day,CUST-6434,Ela Master,Bulk Buyer,India,Coimbatore,Tamil Nadu,897564,South,PROD-8434,Books,Exam Preparation,Exam Preparation - Penguin India,23104.15,4,0.1,2607.52
5435,ORD-2026435,2021-07-10,2021-07-16,Standard Class,CUST-6435,Onkar Tata,Regular Buyer,India,Lucknow,Uttar Pradesh,248426,South,PROD-8435,Fashion,Saree,Saree - FabIndia,433.37,4,0.1,-15.16
5436,ORD-2026436,2022-05-01,2022-05-06,Second Class,CUST-6436,Tejas Sandal,Bulk Buyer,India,New Delhi,Delhi,110196,South,PROD-8436,Home & Kitchen,Cookware Set,Cookware Set - Cello,21517.99,3,0.2,785.31
5437,ORD-2026437,2023-01-13,2023-01-17,Second Class,CUST-6437,Yasmin Apte,Prime Member,India,Surat,Gujarat,608571,North,PROD-8437,Electronics,Smartwatch,Smartwatch - Realme,7083.43,1,0.2,22.88
5438,ORD-2026438,2022-09-10,2022-09-12,First Class,CUST-6438,Azad Sankaran,Bulk Buyer,India,Udaipur,Rajasthan,152501,South,PROD-8438,Fashion,Shoes,Shoes - FabIndia,7014.6,3,0.05,296.5
5439,ORD-2026439,2022-10-16,2022-10-19,Second Class,CUST-6439,Kismat Badal,Bulk Buyer,India,Indore,Madhya Pradesh,999234,West,PROD-8439,Sports & Fitness,Dumbbells,Dumbbells - Cosco,19086.44,4,0.0,177.98
5440,ORD-2026440,2022-11-24,2022-11-29,Second Class,CUST-6440,Jayan Dewan,Bulk Buyer,India,Howrah,West Bengal,83152,North,PROD-8440,Electronics,Earphones,Earphones - Noise,19873.29,1,0.0,1048.2
5441,ORD-2026441,2022-06-06,2022-06-08,Same Day,CUST-6441,Stuvan Kunda,Prime Member,India,Hyderabad,Telangana,417691,South,PROD-8441,Beauty & Personal Care,Face Wash,Face Wash - Patanjali,8426.99,3,0.1,965.14
5442,ORD-2026442,2023-04-18,2023-04-24,Second Class,CUST-6442,Ishaan Joshi,Bulk Buyer,India,New Delhi,Delhi,414489,North,PROD-8442,Sports & Fitness,Cricket Bat,Cricket Bat - SG,3569.96,4,0.05,-117.36
5443,ORD-2026443,2021-08-13,2021-08-18,Same Day,CUST-6443,Urvi Batra,Regular Buyer,India,New Delhi,Delhi,384460,East,PROD-8443,Fashion,T-Shirt,T-Shirt - Peter England,28616.15,3,0.1,103.19
5444,ORD-2026444,2022-10-30,2022-10-31,Second Class,CUST-6444,Yashvi Bhandari,Bulk Buyer,India,Ahmedabad,Gujarat,38355,South,PROD-8444,Beauty & Personal Care,Moisturizer,Moisturizer - Lakme,21433.64,4,0.0,10.5
5445,ORD-2026445,2021-07-17,2021-07-21,Same Day,CUST-6445,Kabir Gala,Bulk Buyer,India,Mysore,Karnataka,980953,East,PROD-8445,Books,Exam Preparation,Exam Preparation - S Chand,22964.97,4,0.2,1540.21
5446,ORD-2026446,2023-01-30,2023-02-02,Standard Class,CUST-6446,Vihaan Tata,Bulk Buyer,India,Howrah,West Bengal,16009,East,PROD-8446,Books,Biography,Biography - Scholastic India,15228.18,3,0.0,-363.88
5447,ORD-2026447,2022-09-23,2022-09-25,Second Class,CUST-6447,Reyansh Dewan,Prime Member,India,Udaipur,Rajasthan,28913,North,PROD-8447,Electronics,Smartwatch,Smartwatch - boAt,7905.71,2,0.2,475.32
5448,ORD-2026448,2021-05-21,2021-05-22,Standard Class,CUST-6448,Manjari Dara,Bulk Buyer,India,Nagpur,Maharashtra,187501,East,PROD-8448,Electronics,Laptop,Laptop - OnePlus,5326.44,4,0.2,152.03
5449,ORD-2026449,2021-03-03,2021-03-05,First Class,CUST-6449,Shaan Kothari,Regular Buyer,India,Howrah,West Bengal,620034,West,PROD-8449,Sports & Fitness,Dumbbells,Dumbbells - HRX,18739.95,3,0.05,-2525.4
5450,ORD-2026450,2021-12-22,2021-12-26,First Class,CUST-6450,Baiju Biswas,Prime Member,India,Pune,Maharashtra,12725,South,PROD-8450,Sports & Fitness,Tennis Racquet,Tennis Racquet - Cosco,4902.18,2,0.2,102.74
5451,ORD-2026451,2021-02-11,2021-02-17,First Class,CUST-6451,Zain Barman,Regular Buyer,India,Mumbai,Maharashtra,108744,South,PROD-8451,Home & Kitchen,Mixer Grinder,Mixer Grinder - Borosil,23155.37,3,0.0,1252.91
5452,ORD-2026452,2021-12-28,2022-01-01,Same Day,CUST-6452,Nitya Arya,Regular Buyer,India,Kanpur,Uttar Pradesh,837041,North,PROD-8452,Electronics,Smartwatch,Smartwatch - Mi,16331.17,2,0.05,-116.59
5453,ORD-2026453,2021-04-24,2021-04-30,Same Day,CUST-6453,Kiara Aggarwal,Prime Member,India,Lucknow,Uttar Pradesh,717120,South,PROD-8453,Beauty & Personal Care,Lipstick,Lipstick - Himalaya,28340.66,4,0.05,1913.2
5454,ORD-2026454,2021-07-22,2021-07-24,Second Class,CUST-6454,Advika Baria,Bulk Buyer,India,Bangalore,Karnataka,326341,South,PROD-8454,Electronics,Power Bank,Power Bank - Mi,1178.65,3,0.1,-50.31
5455,ORD-2026455,2023-01-22,2023-01-28,Standard Class,CUST-6455,Dharmajan Chatterjee,Regular Buyer,India,Lucknow,Uttar Pradesh,806707,South,PROD-8455,Books,Children,Children - Penguin India,3031.73,4,0.0,61.74
5456,ORD-2026456,2021-10-15,2021-10-20,Same Day,CUST-6456,Kiara Bajwa,Regular Buyer,India,Nagpur,Maharashtra,581249,East,PROD-8456,Beauty & Personal Care,Face Wash,Face Wash - Mamaearth,20329.72,4,0.1,1526.5
